,datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
10581,11/28/2011 05:45,helena,MT,us,oval,300,5 minutes,Blue Oval by Mount Helena,12/12/2011,46.5927778,-112.03527779999999
10582,11/30/2013 21:20,missoula,MT,us,oval,900,15 minutes,Bright whitish/gold orbs travelled south at tree level down Rattlesnake Creek in MIssoula&#44 Montana,12/2/2013,46.8722222,-113.99305559999999
10583,11/6/2012 06:30,cut bank,MT,us,chevron,300,5 minutes,4-5 highly lit chevrons not moving or producing sign in southern and western sky.,11/19/2012,48.6330556,-112.3252778
10584,11/6/2012 21:00,bozeman,MT,us,circle,900,15 minutes,Red flashing Lights following two solid white lights,11/19/2012,45.6797222,-111.03777779999999
10585,1/16/2014 17:30,belgrade,MT,us,unknown,60,1 minutes,Low frequentcy sound vibration...like a horn.,1/24/2014,45.7761111,-111.1761111
10586,1/17/2013 20:00,kalispell,MT,us,circle,600,10 minutes,12 ufos flying together.,2/4/2013,48.1958333,-114.31194440000002
10587,11/9/2011 19:40,big sky,MT,us,other,180,2-3 min,Hover craft pointing green laser into the sky,12/12/2011,45.2847222,-111.3675
10588,12/10/2013 19:00,great falls,MT,us,,1800,~30 minutes,Blue light beams coming from the sky to the ground.,12/12/2013,47.5002778,-111.3
10589,12/1/2013 23:45,great falls,MT,us,circle,30,30 seconds,Two orange spheres traveling on a due west heading.,1/10/2014,47.5002778,-111.3
10590,1/21/2014 06:50,montana city,MT,us,changing,180,3 minutes,A bright&#44 white&#44 scintillating&#44 pencil-shaped light over the Elkhorn Mountains observed for 3 minutes.,1/30/2014,46.5377778,-111.93194440000002
10591,12/13/2012 21:15,great falls,MT,us,fireball,10,10 seconds,4 dull orange colored orbs heading SW split into pair formation. No sound.,12/20/2012,47.5002778,-111.3
10592,12/17/2011 00:30,lame deer,MT,us,other,600,10 minutes,Tear Drop UFO Sighting on the Northern Cheyenne Reservation,1/12/2012,45.6230556,-106.66611110000001
10593,12/19/2011 18:15,billings,MT,us,light,7,7 seconds,Ball of light at high velocity and frightning rate of descent.,1/12/2012,45.7833333,-108.5
10594,12/21/2012 22:00,bozeman,MT,us,fireball,3600,1 hour,My husband and I were driving home from dinner and I looked out the window and noticed 5-6 glowing red/orange fireballs.  My first reac,2/4/2013,45.6797222,-111.03777779999999
10595,12/21/2012 22:00,bozeman,MT,us,light,1200,20 minutes,7 to 8 white oval lights spotted overhead in Bozeman,2/4/2013,45.6797222,-111.03777779999999
10596,12/23/2011 18:16,kalispell,MT,us,unknown,4,4 seconds,Object emitting Green and or Red light fell 1 mile away at 700 mph.,1/12/2012,48.1958333,-114.31194440000002
10597,12/25/2011 21:00,helena,MT,us,fireball,120,2 minutes,Orange ball in the night sky,1/12/2012,46.5927778,-112.03527779999999
10598,12/27/2013 05:50,helena,MT,us,unknown,3,3 seconds,green ball of light fallin outta the sky in HELENA&#44 MT.,1/10/2014,46.5927778,-112.03527779999999
10599,12/27/2013 21:00,missoula,MT,us,light,300,5 minutes,Chinese paper lanterns at  9pm or UFO&#39s?,1/10/2014,46.8722222,-113.99305559999999
10600,12/29/2012 21:30,bozeman,MT,us,light,600,10 minutes,Its a clear night Just seen what I thought was abright star constilation cause they looked just like stars I thought I was lookig at th,2/4/2013,45.6797222,-111.03777779999999
10601,12/31/2012 22:40,bozeman,MT,us,fireball,300,5 minutes,4 lights/fireballs travelling from north to east&#44 moving slowly.  No sound.,2/4/2013,45.6797222,-111.03777779999999
10602,12/31/2012 23:55,east helena,MT,us,oval,30,30 seconds,Orangy colored aircraft with faceted lights and traveling the pace of an airplane but disappeared vertically into the sky after 30 sec.,2/4/2013,46.5897222,-111.9147222
10603,12/31/2013 20:00,bozeman,MT,us,other,600,~10 minutes,Balloon-shaped&#44 illuminated floating object in the night sky.,1/10/2014,45.6797222,-111.03777779999999
10604,12/31/2013 22:30,bozeman,MT,us,sphere,2700,45 minutes,UFO&#39s over Bozeman&#44 MT?  12-31-2013.,1/16/2014,45.6797222,-111.03777779999999
10605,12/5/2011 06:45,billings,MT,us,sphere,60,1 minute,Bright light in east&#44 falling&#44 the bouncing horizontally along the horizon&#44 then making a circle and shot up.,12/12/2011,45.7833333,-108.5
10606,1/25/2014 20:53,belgrade,MT,us,diamond,60,1 minute,Diamond shaped object with multiple lights spies over belgrade montana.,1/30/2014,45.7761111,-111.1761111
10607,1/25/2014 22:30,whitefish,MT,us,fireball,300,5 minutes,Orange ball of light over Whitefish&#44 MT.,1/30/2014,48.4111111,-114.33666670000001
10608,12/9/2011 20:00,hardin,MT,us,triangle,7200,2 hours,BIG star like object with lights of all colors seen over Southeastern MT.  ((NUFORC Note:  Possible twinkling star??  PD)),12/12/2011,45.7325000,-107.6113889
10609,1/30/2012 19:05,browning,MT,us,light,30,30 seconds,Two white lights traveling in unison die out,2/3/2012,48.5569444,-113.0125
10610,1/4/2012 12:11,bonner,MT,us,unknown,15,15 seconds,Light seen moving north east over I-90 at cloud level between Bonner and Potomac.,1/12/2012,46.8733333,-113.8636111
10611,1/6/2012 21:50,kalispell,MT,us,rectangle,600,6 to 10min,Sighting of three craft over Kalispell MT&#44 in a triangle flight pattern.,1/12/2012,48.1958333,-114.31194440000002
10612,1/6/2013 19:00,whitefish,MT,us,other,120,2 minutes,Spotted being seen by don k chevrolet and glacier bank right in town headed torward  glacier park four leaf clover shaped ship lots of,2/4/2013,48.4111111,-114.33666670000001
10613,1/7/2014 21:40,missoula,MT,us,sphere,45,30-45 seconds,Powerful blue light flying around and changing color.,1/10/2014,46.8722222,-113.99305559999999
10614,2/12/2013 19:30,harrison,MT,us,diamond,120,2 minutes,Harrison MT  UFO,2/18/2013,45.7008333,-111.78555559999998
10615,2/12/2014 20:40,missoula,MT,us,fireball,300,5 minutes,8 flaming red lights moving across the sky,2/14/2014,46.8722222,-113.99305559999999
10616,2/13/2014 21:38,butte,MT,us,light,900,15 minutes,Multiple white flying objects flying in night sky.,2/14/2014,46.0038889,-112.5338889
10617,2/13/2014 21:38,butte,MT,us,light,900,15 minutes,White/organge lights moving in night sky,2/21/2014,46.0038889,-112.5338889
10618,2/18/2014 22:30,lame deer,MT,us,unknown,600,10 minutes,Orange lights slowly from south to north.,2/21/2014,45.6230556,-106.66611110000001
10619,2/2/2014 22:00,billings,MT,us,light,60,1 minutes,Bright red light traveling skyward at great speed.  Many tight movements upwards&#44 unlike what man-made craft could possibly do.  Light,2/7/2014,45.7833333,-108.5
10620,2/26/2014 04:50,liberty county (rural area in),MT,,fireball,1200,20+ minutes,One very big very bright white-blue ball of light in sky&#8230;  ((NUFORC Note:  We suspect a possible sighting of Venus.  PD)),2/27/2014,48.130106,-121.67123500000001
10621,2/27/2011 21:00,bozeman/belgrade (between),MT,,light,300,5 minutes,Multiple ember colored lights north of Bozeman&#44 MT,3/10/2011,45.777383,-111.160372
10622,2/5/2014 19:30,columbia falls,MT,us,light,600,5-10 minutes,Extremely bright light south west of Columbia Falls,2/7/2014,48.3725000,-114.18055559999999
10623,2/7/2013 23:45,paradise,MT,us,other,300,5 minutes,Strange light(s) in sky with interesting trajectory vanishes into nothingness.,2/18/2013,47.3894444,-114.8011111
10624,2/7/2014 17:30,hamilton,MT,us,oval,3,2-3 seconds,Green org zoomed over Hamilton while still daylight.,2/14/2014,46.2469444,-114.15944440000001
10625,2/7/2014 18:00,bozeman,MT,us,circle,3,3 seconds,Saw a bright green superbollide meteor&#44 visible during twilight.  Green.,2/14/2014,45.6797222,-111.03777779999999
10626,2/8/2012 19:00,florence,MT,us,unknown,600,10 min.,Bright light above Florence&#44 Mt.,2/10/2012,46.6316667,-114.07805559999998
10627,3/10/2012 23:00,hardin,MT,us,flash,1200,20 minutes,Flashing light moving fast changing color.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),5/13/2012,45.7325000,-107.6113889
10628,3/14/2012 23:00,anaconda,MT,us,triangle,300,5 minutes,Something Triangle shape with red and white lights circling the ground,3/16/2012,46.1286111,-112.94138889999999
10629,3/15/2011 12:00,glasgow,MT,us,circle,345600,3-4 days,((HOAX))  Alien dog fight.,5/29/2011,48.1969444,-106.63611110000001
10630,3/24/2012 20:28,billings,MT,us,light,480,8 minutes,Approx. 7 lighted objects in a Northeast to Southwestern travel pattern above Billings Heights.,5/13/2012,45.7833333,-108.5
10631,3/24/2014 21:39,poplar,MT,us,disk,14400,4 hours,I was at work at the jail when. I heard the 911 dispatch asked for 10 code for a UFO. So I called my husband right away and asked him i,3/27/2014,48.1130556,-105.1977778
10632,3/26/2011 18:00,billings,MT,us,other,300,3-5 minutes,Silver oblong object in the sky&#44 turned to a light and back again.,4/3/2011,45.7833333,-108.5
10633,3/27/2012 22:51,bozeman,MT,us,triangle,600,apx 10 minutes,Triangular object moving SSE&#44 observed a week prior at same hour.,5/13/2012,45.6797222,-111.03777779999999
10634,3/27/2012 23:00,big sky,MT,us,triangle,900,15 mins,Strange lights over Big Sky&#44 MT.,5/13/2012,45.2847222,-111.3675
10635,3/27/2012 23:00,bozeman,MT,us,unknown,180,2-3 minutes,UFO sighting in Bozeman Montana at approximately 11:00 pm on March 27th&#44 2012.,5/13/2012,45.6797222,-111.03777779999999
10636,3/29/2012 02:00,clinton,MT,us,triangle,60,1 minute,Large triangular&#44 yellow object hovering above mountains near Clinton Mt.,5/13/2012,46.7691667,-113.71166670000001
10637,3/4/2013 04:06,harrison,MT,us,unknown,4,4 seconds,Unidentified light flashes.,4/12/2013,45.7008333,-111.78555559999998
10638,3/5/2012 20:00,jordan (sr mt200&#44 westbound),MT,us,unknown,7200,2 hrs,For two hours we saw bright lights flying very low in MT. very close to us. Dimming&#44 off&#44 bright.,3/13/2012,47.3208333,-106.90944440000001
10639,4/16/2013 22:00,townsend,MT,us,cigar,3600,1 hour,The first strange thing I noticed was three bright white lights in a row above our Elk Horn Mountains. I looked around the sky and I no,5/15/2013,46.3191667,-111.52
10640,4/20/2014 22:52,whitehall,MT,us,light,180,3 minutes,Out with dogs one really big bright light and 1 small light 2 min observation. The disappeared quickly.,4/24/2014,45.8708333,-112.09666670000001
10641,4/23/2011 01:00,whitefish,MT,us,triangle,60,1 minute,Triangle ufo whitefish montana,5/29/2011,48.4111111,-114.33666670000001
10642,4/27/2014 00:32,kalispell,MT,us,sphere,5,5 seconds,Playing games and watching tv&#44 out of the corner of the eye and for a duration. Spotted a bright green orb moving very fast got outside,5/2/2014,48.1958333,-114.31194440000002
10643,4/3/2014 20:20,billings,MT,us,light,60,1 minute,3 bright red lights over Billings&#44 Montana.,4/4/2014,45.7833333,-108.5
10644,5/10/2012 22:30,bozeman,MT,us,light,2,seconds,4 lights&#44 flying east&#44 unusual trajectory&#44 lasting only seconds. No sound.,5/13/2012,45.6797222,-111.03777779999999
10645,5/1/2012 01:30,dayton,MT,us,unknown,120,2 minutes,Saw two UFO&#39s circle plane while watching northern lights.,11/20/2013,47.8658333,-114.27805559999999
10646,5/12/2012 21:10,missoula,MT,us,sphere,5,5 seconds,Single ufo&#39s spotted within 2 days of one another in Missoula Montana,7/4/2012,46.8722222,-113.99305559999999
10647,5/13/2012 22:45,bozeman/ belgrade,MT,,sphere,2100,35 minutes,A sphere of bright orangish light in the rural area between Bozeman and Belgrade.,8/5/2012,45.777383,-111.160372
10648,5/14/2012 23:00,missoula,MT,us,light,7,7 seconds,2nd UFO sighting in Missoula Mt. in the space of 2 days,7/4/2012,46.8722222,-113.99305559999999
10649,5/14/2013 21:30,florence,MT,us,light,300,5 minutes,3 pulsating red lights crossing the valley.,6/2/2013,46.6316667,-114.07805559999998
10650,5/16/2012 00:00,lozeau,MT,us,triangle,480,8 minutes,IT WAS MIDNIGHT&#44 AND MY NEIGHBOR WENT OUTSIDE TO PUT HIS DOGS IN THE KENNEL&#44 AND OBSERVED A BLACK TRIANULAR SHAPED CRAFT&#44 BELIEVED TO B,5/29/2012,47.1166667,-114.77916670000002
10651,5/2/2012 23:30,columbia falls,MT,us,,600,10 minutes+,Very bright orange light&#44 strobes&#44 fades&#44 brightens&#44 moves&#44 disappears&#44 reappears in Flathead Valley.,5/13/2012,48.3725000,-114.18055559999999
10652,5/25/2013 22:30,butte,MT,us,triangle,600,10 minutes,3 white lights in a triangle formation.,6/2/2013,46.0038889,-112.5338889
10653,5/26/2011 01:00,augusta,MT,us,light,120,1-2 minutes,ICBM Sites Augusta&#44 Montana&#44 1:00 A.M.  brilliant lights&#44 greenish red orb&#44 with no contrails on vanishing.,5/29/2011,47.4927778,-112.3913889
10654,5/28/2012 23:11,crow agency,MT,us,unknown,1800,30 minutes,9 orange-red lights over Crow Agency&#44 MT,5/29/2012,45.6016667,-107.46055559999999
10655,5/29/2012 23:00,bozeman,MT,us,sphere,360,5 -6 minutes,Observer is familiar with night skies due to interest in astronomy and nightly airline traffic&#44  and experienced with scientific observ,6/5/2012,45.6797222,-111.03777779999999
10656,5/29/2012 23:30,hamilton,MT,us,light,15,15 seconds,Large intense white bright light in the late evening of May 29&#44 2012&#44 near Hamilton&#44 MT,6/5/2012,46.2469444,-114.15944440000001
10657,6/11/2012 02:00,kalispell,MT,us,light,120,two minutes,Bright light speeds out of atmosphere,6/14/2012,48.1958333,-114.31194440000002
10658,6/11/2012 23:00,hot springs,MT,us,,3,2 to 3 seconds,Orange fireball falling from sky in the north.,6/20/2012,47.6091667,-114.6677778
10659,6/12/2013 22:45,kalispell,MT,us,egg,1200,20 minutes,Bright Orb/Sphere in western sky with Red/Blue/Green rotating lights.,7/3/2013,48.1958333,-114.31194440000002
10660,6/12/2013 23:35,kalispell,MT,us,light,900,15 minutes,Orange circle (Like a super large sun at night) twice the size of a full moon.,7/3/2013,48.1958333,-114.31194440000002
10661,6/15/2011 19:00,great falls,MT,us,chevron,10,about 10 sec,Boomerang shaped object seen in daylight at Great Falls&#44 Montana.,6/20/2011,47.5002778,-111.3
10662,6/15/2013 02:15,billings,MT,us,changing,240,3-4 minutes,Shape changing craft above my house for 3 to 4 minutes&#33&#33,7/3/2013,45.7833333,-108.5
10663,6/2/2012 21:45,billings,MT,us,fireball,300,5 minutes,Ten or more orange fireballs moving southerly along the east edge of Billings&#44 MT.,7/4/2012,45.7833333,-108.5
10664,6/2/2012 21:55,big sky,MT,us,triangle,300,5 minutes,First 3 and after one more orange lights appeared and 5 min. after disappeard.,6/5/2012,45.2847222,-111.3675
10665,6/2/2012 22:50,bozeman,MT,us,formation,300,5 minutes,Reddish formation of dots in &quot;Y&quot; shape,7/4/2012,45.6797222,-111.03777779999999
10666,6/2/2012 23:17,bozeman,MT,us,formation,600,10 minutes,Four orange lights brighter than stars moving erratically and forming a Y,6/20/2012,45.6797222,-111.03777779999999
10667,6/23/2012 22:30,miles city,MT,us,fireball,120,2 minutes +,UFO/Fireball Seen in Miles City&#44 Montana,8/5/2012,46.4083333,-105.84
10668,6/24/2013 23:58,custer,MT,us,light,30,30 seconds or less,Yellow fast moving object&#44 west of Custer&#44 MT / Did it land?,8/30/2013,46.1291667,-107.55444440000001
10669,6/29/2013 00:15,polson,MT,us,fireball,8,8 seconds,DULL RED/ORANGE OBJECT&#44 LOOKED LIKE IT WAS ON A LOW ORBIT&#44 THIS LASTED ABOUT 8 SECONDS.,7/3/2013,47.6936111,-114.1622222
10670,6/30/2013 23:00,bozeman,MT,us,unknown,180,3 minutes,White flash&#44 traveling light&#44 bright white light.,7/3/2013,45.6797222,-111.03777779999999
10671,6/30/2013 23:00,harison,MT,,light,600,10 minutes,Large bright white light&#44 flashing smaller white lights like high beams on a car moving very slowly in the sky above us.,7/3/2013,45.702817,-111.784729
10672,6/4/2013 23:00,bozeman,MT,us,disk,120,2 minutes,An Extremely Bright And Quiet Ball Of Fast Moving Light,7/3/2013,45.6797222,-111.03777779999999
10673,7/10/2011 02:05,missoula,MT,us,light,5400,1- 1.5 hr,Flashing green&#44 red&#44 blue&#44 and white lights hovering above and scanning valleys north of Missoula. ((NUFORC Note:  Star??  PD)),7/17/2011,46.8722222,-113.99305559999999
10674,7/10/2011 23:15,wolf point,MT,us,light,240,3-4 minutes,Orange-reddish lighs-bright lights pulsating coming from west then disappearing,7/17/2011,48.0905556,-105.64
10675,7/12/2013 22:00,billings,MT,us,flash,10800,3 hours,Flashing white lights with orange glow &amp; loud sounds during event,7/22/2013,45.7833333,-108.5
10676,7/13/2011 03:00,bozeman,MT,us,unknown,7200,2 hours,That star is acting like a foosball&#33  ((NUFORC Note:  Possible sighting of a bright star or planet??  PD)),7/17/2011,45.6797222,-111.03777779999999
10677,7/13/2013 21:00,bozeman,MT,us,light,1260,21:00,The sun was just going down and we saw a very bright light in the sky to the west. I asked my girlfriend if she saw it&#44 she did  but sa,7/14/2013,45.6797222,-111.03777779999999
10678,7/13/2013 21:00,sealy lake,MT,,circle,30,~30 seconds,WE WERE ON THE LAKE AND I WAS WATCHING THE SUNSET WHEN A BIG BRIGHT LIGHT APPEARED IN THE WEST.  WE WATCHED IT FOR ABOUT 30 SECONDS AND,8/30/2013,47.17938,-113.484523
10679,7/13/2013 23:00,missoula,MT,us,triangle,1800,30 minutes,Rounded triangle craft slowly hovers 200 ft above home,8/30/2013,46.8722222,-113.99305559999999
10680,7/14/2012 01:00,browning,MT,us,fireball,5,5 seconds,First lightening&#44then a flamming fire ball comes down with a tail of orange and yellow colors.,8/5/2012,48.5569444,-113.0125
10681,7/15/2012 15:00,florence,MT,us,triangle,60,1 minutes,I&#39m an artist&#44 critical of the visual; height&#44 color&#44 etc,11/4/2012,46.6316667,-114.07805559999998
10682,7/16/2011 00:00,three forks,MT,us,fireball,180,3 minutes,Orange hovering crafts,7/17/2011,45.8925000,-111.55138889999999
10683,7/16/2011 12:00,billings/laurel,MT,,rectangle,1200,20 minutes,Rectangular white object hovers&#44 flashed lights&#44 disappears over Billings/ Laurel Montana&#44 mid day&#44 7-16-11.,7/17/2011,45.761221,-108.544063
10684,7/17/2013 23:00,saint ignatius,MT,us,fireball,30,30 sec,Fireballs in the Sky over St. Ignatius MT,7/22/2013,47.3200000,-114.09305559999999
10685,7/2/2011 18:00,st. mary,MT,us,oval,15,15 seconds,Seven oval shapes at very high altitude in clear blue sky. Circling around one another&#44 as if a flock of birds but no wings.  White bot,7/17/2011,48.7438889,-113.4286111
10686,7/23/2012 04:00,east helena,MT,us,triangle,1200,15-20 min,Sighting of an arrowhead shaped craft about 100 feet over our heads with military escort.,11/4/2012,46.5897222,-111.9147222
10687,7/23/2012 04:15,ronan,MT,us,sphere,5400,1.5 hours,Three orbs flashing red and green over the Mission Mountains.  ((NUFORC Note:  Sighting of planets in the eastern sky?  PD)),8/5/2012,47.5288889,-114.10055559999999
10688,7/24/2011 00:02,billings,MT,us,fireball,120,2 minutes,Orange Red Fireball/Craft over Billings Montana. 2nd sighting this month.,8/7/2011,45.7833333,-108.5
10689,7/26/2013 23:20,lolo,MT,us,flash,300,3-5 minutes,I was outside shutting off the sprinklers and as I was walking back inside I saw a flash of bright blue light. It almost apeared as lig,8/30/2013,46.7588889,-114.08
10690,7/3/2011 22:20,butte,MT,us,sphere,180,2 to 3 min,Sphere/fireball seen during fireworks,7/17/2011,46.0038889,-112.5338889
10691,7/3/2011 23:30,butte,MT,us,fireball,300,5 min,3 orange balls of light flew over butte 5 minutes apart,7/6/2011,46.0038889,-112.5338889
10692,7/3/2012 23:10,belt,MT,us,unknown,25,approx 25 seconds,Orange object appeared in night sky over Belt MT,7/4/2012,47.3861111,-110.9247222
10693,7/4/2011 22:15,billings,MT,us,light,3600,1 hour,6 sightings of red-orange crafts over Billings Montana July 4th 2011 10pm to 11pm,8/7/2011,45.7833333,-108.5
10694,7/4/2011 22:45,wolf point,MT,us,fireball,180,3 mins,Orange red ball of light or orb.,7/6/2011,48.0905556,-105.64
10695,7/4/2011 23:15,wolf point,MT,us,disk,600,10 mins,Orange red ball of light that flashes orange and red,7/6/2011,48.0905556,-105.64
10696,7/4/2012 22:30,bozeman,MT,us,other,900,15 minutes,Red orb traveling straight up the side of the Bridger Mountains.,7/22/2013,45.6797222,-111.03777779999999
10697,7/4/2013 22:40,belgrade,MT,us,fireball,300,3-5 minutes,Red fire balls in sky,7/5/2013,45.7761111,-111.1761111
10698,7/4/2013 23:00,glendive,MT,us,circle,60,1 minute,4 SUPER FAST ORANGE POLS SATING LIGHTS OVER GLENDIVE MT,8/30/2013,47.1052778,-104.71194440000001
10699,7/4/2013 23:00,whitefish,MT,us,fireball,3600,1 hour,Flaming orange orb moving at high rates of speed&#44 often becoming very bright.,7/14/2013,48.4111111,-114.33666670000001
10700,7/6/2013 22:30,kalispell,MT,us,light,240,3-4 minutes,Stationary amber dots of light that looked like planets that got brighter and moved slightly to the S SW then faded away with no sound,7/14/2013,48.1958333,-114.31194440000002
10701,7/8/2012 00:00,kalispell,MT,us,diamond,300,5 minutes,Diamond shaped UFO seen over Lone Pine State Park.,8/5/2012,48.1958333,-114.31194440000002
10702,7/8/2013 01:00,libby,MT,us,changing,7200,2 hours,Looking S&#44 like a light bar With blue&#44 red&#44 green&#44 purple and white lights that dance.  ((NUFORC Note:  Star??  PD)),8/30/2013,48.3883333,-115.555
10703,7/9/2011 22:30,butte,MT,us,other,600,10 min,The Richest Hill on Earth gets scanned,1/12/2012,46.0038889,-112.5338889
10704,8/10/2011 19:34,billings,MT,us,oval,1,1 sec,Canon A3100IS Captures an Unknown Black Blur During Thunderstorm.  ((NUFORC Note:  We suspect a bird&#44 caught in flight.  PD)),8/21/2011,45.7833333,-108.5
10705,8/10/2012 22:48,thompson falls,MT,us,light,300,5 minutes,Fast-moving pair of lights in Thompson Falls&#44 Montana,8/19/2012,47.5972222,-115.34333329999998
10706,8/10/2012 22:48,thompson falls,MT,us,light,300,5 minutes,Last night&#44  my father and mother claimed to have seen an object flying in the sky that had two lights on it and made absolutely no noi,8/19/2012,47.5972222,-115.34333329999998
10707,8/10/2013 22:00,butte,MT,us,light,60,~1 minute each,Red light hovering in the North moving back and forth three nights in a row,8/30/2013,46.0038889,-112.5338889
10708,8/11/2013 21:50,bozeman,MT,us,light,60,60 seconds,2 lights&#44 passing by each other&#44 then 1 changed direction.,8/30/2013,45.6797222,-111.03777779999999
10709,8/12/2011 21:55,whitefish,MT,us,fireball,300,5+- minutes,4 orange red fireballs hovered in front of Big Mountain and 3 hovered in a triangle formation over the mountain,8/21/2011,48.4111111,-114.33666670000001
10710,8/12/2012 23:49,great falls,MT,us,triangle,12,12 seconds,Kite shaped moderately fast moving and silent,8/19/2012,47.5002778,-111.3
10711,8/14/2011 00:00,billings,MT,us,light,240,2-4minutes,Dogs woke me up close to midnight needing to be let out for a nature call. I went out on back deck facing east and sat to relax. I look,10/10/2011,45.7833333,-108.5
10712,8/14/2011 01:00,hays,MT,us,oval,1500,25 mins.,Hello&#44 my UFO sighting occurred around 1:00AM at 8/14/11&#44 and lasted for about 25 mins. Well&#44 I was just about to fall asleep on the co,8/21/2011,47.9891667,-108.6936111
10713,8/14/2011 20:45,bozeman/clyde park,MT,,light,420,5-7 min.,Bright white lite that made turns and speeds that an aircraft could not do.,8/21/2011,45.886879,-110.603819
10714,8/15/2012 23:30,missoula,MT,us,chevron,1800,30 minutes,Double Chevron.  Red&#44 green&#44 white and orange lights&#44 hovering and moving right and left.  ((NUFORC Note:  Star??  PD)),8/19/2012,46.8722222,-113.99305559999999
10715,8/16/2012 23:00,cut bank,MT,us,sphere,20,20 seconds,Bright orbs&#44 triangular lights&#44 strange planes on patrol near a airforcebase in northern montana,8/19/2012,48.6330556,-112.3252778
10716,8/18/2013 03:15,paradise,MT,us,circle,180,3 minutes,A large white object with sparks coming off it lit up the night sky before breaking into pieces.,8/30/2013,47.3894444,-114.8011111
10717,8/19/2011 02:19,kalispell,MT,us,other,2700,45 minutes,Beam of infrared light terminating in a circle above the ground.,10/10/2011,48.1958333,-114.31194440000002
10718,8/22/2011 08:45,livingston,MT,us,light,240,4 minutes,2-3 very bright lights above Livingston in broad daylight,10/10/2011,45.6625000,-110.5602778
10719,8/22/2011 22:00,whitefish,MT,us,triangle,300,4-5 minutes,Series of red/orange objects seen over Whitefish&#44 MT,10/10/2011,48.4111111,-114.33666670000001
10720,8/25/2011 01:00,winnett,MT,us,flash,4,4 seconds,It was like a helicopter spotlight but soundless then winked out and then turned into an orange light and unnaturally sped to the right,10/10/2011,47.0027778,-108.3513889
